old_url,new_key,new_url
https://njs8lijpclsnzha2.public.blob.vercel-storage.com/media/destinations/hanoi/041aeb45-e7fb-430b-b7e1-e33da9d6067e-hanoi.webp,legacy/blob/media/destinations/hanoi/041aeb45-e7fb-430b-b7e1-e33da9d6067e-hanoi.webp,https://media.seawhere.com/legacy/blob/media/destinations/hanoi/041aeb45-e7fb-430b-b7e1-e33da9d6067e-hanoi.webp
https://njs8lijpclsnzha2.public.blob.vercel-storage.com/media/destinations/chiang-mai/af41cd5d-846d-4e3c-bb1e-494d332977ed-cswglxpstphljdourpfu.jpg,legacy/blob/media/destinations/chiang-mai/af41cd5d-846d-4e3c-bb1e-494d332977ed-cswglxpstphljdourpfu.jpg,https://media.seawhere.com/legacy/blob/media/destinations/chiang-mai/af41cd5d-846d-4e3c-bb1e-494d332977ed-cswglxpstphljdourpfu.jpg
https://njs8lijpclsnzha2.public.blob.vercel-storage.com/media/destinations/siem-reap/4f49ae36-2e05-4de7-b9cf-6cb410d948a6-0927-0723_siemreap.webp,legacy/blob/media/destinations/siem-reap/4f49ae36-2e05-4de7-b9cf-6cb410d948a6-0927-0723_siemreap.webp,https://media.seawhere.com/legacy/blob/media/destinations/siem-reap/4f49ae36-2e05-4de7-b9cf-6cb410d948a6-0927-0723_siemreap.webp
https://njs8lijpclsnzha2.public.blob.vercel-storage.com/media/destinations/luang-prabang/c1ad7ba6-d800-475c-998d-e7aa2118e79c-luang-prabang-old-quarter-street-2.webp,legacy/blob/media/destinations/luang-prabang/c1ad7ba6-d800-475c-998d-e7aa2118e79c-luang-prabang-old-quarter-street-2.webp,https://media.seawhere.com/legacy/blob/media/destinations/luang-prabang/c1ad7ba6-d800-475c-998d-e7aa2118e79c-luang-prabang-old-quarter-street-2.webp
https://njs8lijpclsnzha2.public.blob.vercel-storage.com/media/food-drink/manda-de-laos/258c3936-8ec2-42bf-a78a-bf930307b4b6-screenshot-2025-12-10-at-01-52-12.webp,legacy/blob/media/food-drink/manda-de-laos/258c3936-8ec2-42bf-a78a-bf930307b4b6-screenshot-2025-12-10-at-01-52-12.webp,https://media.seawhere.com/legacy/blob/media/food-drink/manda-de-laos/258c3936-8ec2-42bf-a78a-bf930307b4b6-screenshot-2025-12-10-at-01-52-12.webp
https://njs8lijpclsnzha2.public.blob.vercel-storage.com/media/food-drink/manda-de-laos/4ba10325-7d42-47f2-aa76-8e7475a1692d-screenshot-2025-12-10-at-01-52-01.webp,legacy/blob/media/food-drink/manda-de-laos/4ba10325-7d42-47f2-aa76-8e7475a1692d-screenshot-2025-12-10-at-01-52-01.webp,https://media.seawhere.com/legacy/blob/media/food-drink/manda-de-laos/4ba10325-7d42-47f2-aa76-8e7475a1692d-screenshot-2025-12-10-at-01-52-01.webp
https://njs8lijpclsnzha2.public.blob.vercel-storage.com/media/food-drink/manda-de-laos/8fc4add9-69dc-4476-a605-46984fafe116-screenshot-2025-12-10-at-01-52-01.webp,legacy/blob/media/food-drink/manda-de-laos/8fc4add9-69dc-4476-a605-46984fafe116-screenshot-2025-12-10-at-01-52-01.webp,https://media.seawhere.com/legacy/blob/media/food-drink/manda-de-laos/8fc4add9-69dc-4476-a605-46984fafe116-screenshot-2025-12-10-at-01-52-01.webp
https://njs8lijpclsnzha2.public.blob.vercel-storage.com/media/food-drink/red-bull-bar/27abd522-e3a4-49d5-83f7-ac451fffe17c-img_0679.png,legacy/blob/media/food-drink/red-bull-bar/27abd522-e3a4-49d5-83f7-ac451fffe17c-img_0679.png,https://media.seawhere.com/legacy/blob/media/food-drink/red-bull-bar/27abd522-e3a4-49d5-83f7-ac451fffe17c-img_0679.png
https://njs8lijpclsnzha2.public.blob.vercel-storage.com/media/food-drink/manda-de-laos/9c391616-3e86-4015-9fc8-aa6fc6fdee69-screenshot-2025-12-10-at-01-52-12.webp,legacy/blob/media/food-drink/manda-de-laos/9c391616-3e86-4015-9fc8-aa6fc6fdee69-screenshot-2025-12-10-at-01-52-12.webp,https://media.seawhere.com/legacy/blob/media/food-drink/manda-de-laos/9c391616-3e86-4015-9fc8-aa6fc6fdee69-screenshot-2025-12-10-at-01-52-12.webp
https://njs8lijpclsnzha2.public.blob.vercel-storage.com/media/sights/luang-prabang/alms-giving-ceremony/1982b99a-26d9-4b0d-a368-5512ec35e00a-img-20190709-053434-largejpg.jpg,legacy/blob/media/sights/luang-prabang/alms-giving-ceremony/1982b99a-26d9-4b0d-a368-5512ec35e00a-img-20190709-053434-largejpg.jpg,https://media.seawhere.com/legacy/blob/media/sights/luang-prabang/alms-giving-ceremony/1982b99a-26d9-4b0d-a368-5512ec35e00a-img-20190709-053434-largejpg.jpg
https://njs8lijpclsnzha2.public.blob.vercel-storage.com/media/sights/luang-prabang/alms-giving-ceremony/faa254aa-2cc7-407c-8048-b2d3a66935f1-alms-giving-ceremony-1.jpg,legacy/blob/media/sights/luang-prabang/alms-giving-ceremony/faa254aa-2cc7-407c-8048-b2d3a66935f1-alms-giving-ceremony-1.jpg,https://media.seawhere.com/legacy/blob/media/sights/luang-prabang/alms-giving-ceremony/faa254aa-2cc7-407c-8048-b2d3a66935f1-alms-giving-ceremony-1.jpg
https://njs8lijpclsnzha2.public.blob.vercel-storage.com/media/destinations/luang-prabang/43c081d5-dc55-4247-934d-9859607348cc-lpb-temple.png,legacy/blob/media/destinations/luang-prabang/43c081d5-dc55-4247-934d-9859607348cc-lpb-temple.png,https://media.seawhere.com/legacy/blob/media/destinations/luang-prabang/43c081d5-dc55-4247-934d-9859607348cc-lpb-temple.png
https://njs8lijpclsnzha2.public.blob.vercel-storage.com/media/sights/luang-prabang/ban-chan-pottery/ac800f3a-8c13-46a7-bc10-8ce4b4d15f02-banpottery.webp,legacy/blob/media/sights/luang-prabang/ban-chan-pottery/ac800f3a-8c13-46a7-bc10-8ce4b4d15f02-banpottery.webp,https://media.seawhere.com/legacy/blob/media/sights/luang-prabang/ban-chan-pottery/ac800f3a-8c13-46a7-bc10-8ce4b4d15f02-banpottery.webp
https://njs8lijpclsnzha2.public.blob.vercel-storage.com/media/food-drink/la-cantina/d30de331-948b-457d-b923-fde1c213bc83-lacantina.jpg,legacy/blob/media/food-drink/la-cantina/d30de331-948b-457d-b923-fde1c213bc83-lacantina.jpg,https://media.seawhere.com/legacy/blob/media/food-drink/la-cantina/d30de331-948b-457d-b923-fde1c213bc83-lacantina.jpg
https://njs8lijpclsnzha2.public.blob.vercel-storage.com/media/sights/luang-prabang/ban-xanghai/7b2101af-2160-4589-adee-645dcf009dde-banxanghai.webp,legacy/blob/media/sights/luang-prabang/ban-xanghai/7b2101af-2160-4589-adee-645dcf009dde-banxanghai.webp,https://media.seawhere.com/legacy/blob/media/sights/luang-prabang/ban-xanghai/7b2101af-2160-4589-adee-645dcf009dde-banxanghai.webp
https://njs8lijpclsnzha2.public.blob.vercel-storage.com/media/destinations/vang-vieng/7bc47270-7b20-4dfc-b527-80c4680fb252-vang-vieng.png,legacy/blob/media/destinations/vang-vieng/7bc47270-7b20-4dfc-b527-80c4680fb252-vang-vieng.png,https://media.seawhere.com/legacy/blob/media/destinations/vang-vieng/7bc47270-7b20-4dfc-b527-80c4680fb252-vang-vieng.png
https://njs8lijpclsnzha2.public.blob.vercel-storage.com/media/sights/luang-prabang/bear-rescue-center/dbbab962-d070-406f-bad5-758c2efbeb3e-laos_sanctuary_a_1024x1024.webp,legacy/blob/media/sights/luang-prabang/bear-rescue-center/dbbab962-d070-406f-bad5-758c2efbeb3e-laos_sanctuary_a_1024x1024.webp,https://media.seawhere.com/legacy/blob/media/sights/luang-prabang/bear-rescue-center/dbbab962-d070-406f-bad5-758c2efbeb3e-laos_sanctuary_a_1024x1024.webp
https://njs8lijpclsnzha2.public.blob.vercel-storage.com/media/sights/luang-prabang/big-brother-mouse/ff9d7dfc-3ab1-4025-87f1-03338bc41bcb-bbm.webp,legacy/blob/media/sights/luang-prabang/big-brother-mouse/ff9d7dfc-3ab1-4025-87f1-03338bc41bcb-bbm.webp,https://media.seawhere.com/legacy/blob/media/sights/luang-prabang/big-brother-mouse/ff9d7dfc-3ab1-4025-87f1-03338bc41bcb-bbm.webp
https://njs8lijpclsnzha2.public.blob.vercel-storage.com/media/sights/luang-prabang/kuang-si-waterfall/4eef0386-e605-479d-b32e-35059db4787c-kuangsi.jpeg,legacy/blob/media/sights/luang-prabang/kuang-si-waterfall/4eef0386-e605-479d-b32e-35059db4787c-kuangsi.jpeg,https://media.seawhere.com/legacy/blob/media/sights/luang-prabang/kuang-si-waterfall/4eef0386-e605-479d-b32e-35059db4787c-kuangsi.jpeg
https://njs8lijpclsnzha2.public.blob.vercel-storage.com/media/sights/luang-prabang/elephant-village-sanctuary/18855d57-9cf8-4e30-8f3e-63b66d2c19e7-elephantvillage.jpg,legacy/blob/media/sights/luang-prabang/elephant-village-sanctuary/18855d57-9cf8-4e30-8f3e-63b66d2c19e7-elephantvillage.jpg,https://media.seawhere.com/legacy/blob/media/sights/luang-prabang/elephant-village-sanctuary/18855d57-9cf8-4e30-8f3e-63b66d2c19e7-elephantvillage.jpg
https://njs8lijpclsnzha2.public.blob.vercel-storage.com/media/sights/luang-prabang/kuang-si-waterfall/5199b13f-766f-453b-b1f0-764c255aa80f-img_1673.webp,legacy/blob/media/sights/luang-prabang/kuang-si-waterfall/5199b13f-766f-453b-b1f0-764c255aa80f-img_1673.webp,https://media.seawhere.com/legacy/blob/media/sights/luang-prabang/kuang-si-waterfall/5199b13f-766f-453b-b1f0-764c255aa80f-img_1673.webp
https://njs8lijpclsnzha2.public.blob.vercel-storage.com/media/sights/luang-prabang/luang-prabang-night-market/c795e499-ea2c-4db9-b2df-3a1d862f41c7-lpbnm2.jpg,legacy/blob/media/sights/luang-prabang/luang-prabang-night-market/c795e499-ea2c-4db9-b2df-3a1d862f41c7-lpbnm2.jpg,https://media.seawhere.com/legacy/blob/media/sights/luang-prabang/luang-prabang-night-market/c795e499-ea2c-4db9-b2df-3a1d862f41c7-lpbnm2.jpg
https://njs8lijpclsnzha2.public.blob.vercel-storage.com/media/sights/luang-prabang/luang-prabang-night-market/0695d5a4-4982-4851-8b4f-770ea480843c-lpbnm.jpg,legacy/blob/media/sights/luang-prabang/luang-prabang-night-market/0695d5a4-4982-4851-8b4f-770ea480843c-lpbnm.jpg,https://media.seawhere.com/legacy/blob/media/sights/luang-prabang/luang-prabang-night-market/0695d5a4-4982-4851-8b4f-770ea480843c-lpbnm.jpg
